;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
460;CHEMBL542949;nM;10.0;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)c3coc(CN4CCCC4)n3)[C@@H]12.Cl;8.0;460.154718708;7;0;1.3493000000000006;yes
461;CHEMBL4107604;nM;10.0;CC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;8.0;521.159611972;6;1;4.5420200000000035;yes
462;CHEMBL3947394;nM;10.0;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCC2CCC(=O)N2)cc1;8.0;551.178038908;5;2;3.5721800000000012;yes
463;CHEMBL3893329;nM;10.1;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(-c2ccoc2)c1;7.995678626217357;463.11437603199994;4;1;5.724980000000004;yes
465;CHEMBL3952385;nM;10.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC(O)CC1;7.987162775294827;538.18278994;5;1;4.404080000000005;yes
466;CHEMBL3908244;nM;10.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN(C2CC2)CC1;7.978810700930063;563.214424416;5;0;4.7273800000000055;yes
467;CHEMBL3974832;nM;10.6;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn(C)c(=O)c1;7.9746941347352305;519.15182416;6;0;4.567880000000005;yes
469;CHEMBL3939549;nM;10.8;CC1CN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CCN1;7.966576244513051;537.1987743520001;5;1;4.241080000000004;yes
470;CHEMBL3930884;nM;10.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)O)cc1;7.962573502059376;455.1092906519999;4;1;4.261980000000003;yes
472;CHEMBL3910007;nM;10.9;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NC2CC2)cc1;7.962573502059376;494.156575192;4;1;4.455980000000003;yes
473;CHEMBL3642663;nM;11.0;N#Cc1ccc([C@@H]2C3=C(CN(CCO)NC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(N)=O)cc1;7.9586073148417755;514.157637812;6;3;1.63888;yes
474;CHEMBL543416;nM;11.0;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)c3cnc(CNC4CC4)cn3)[C@@H]12.Cl;7.9586073148417755;457.15505305600004;7;1;0.8075000000000014;yes
475;CHEMBL3902454;nM;11.0;CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)F)c2)c1C;7.9586073148417755;503.169033784;6;1;4.460820000000004;yes
476;CHEMBL3890353;nM;11.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1S(=O)(=O)CCCO;7.9586073148417755;533.1232264639999;6;1;3.963280000000004;yes
478;CHEMBL3923691;nM;11.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.9586073148417755;488.158134752;5;1;4.675720000000004;yes
480;CHEMBL3923328;nM;11.2;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccoc1;7.950781977329817;478.125275064;5;0;5.4621800000000045;yes
481;CHEMBL3902891;nM;11.2;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(N)=O)cc1;7.950781977329817;454.125275064;4;1;3.6626800000000017;yes
482;CHEMBL3975344;nM;11.4;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC2COCC(C1)N2;7.943095148663526;597.21990372;7;1;3.840080000000003;yes
483;CHEMBL3947116;nM;11.6;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N[C@H]2CCNC2=O)cc1;7.935542010773082;537.162388844;5;2;3.182080000000001;yes
484;CHEMBL3977712;nM;11.7;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1ccncc1;7.931814138253838;566.1347941920001;8;1;4.489500000000003;yes
485;CHEMBL3905297;nM;11.8;C[S+]([O-])CCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.928117992693874;544.139210876;5;1;3.672080000000003;yes
486;CHEMBL3617964;nM;12.0;Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1;7.920818753952375;545.1344598439999;8;1;3.293720000000002;yes
487;CHEMBL3985743;nM;12.0;CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.920818753952375;535.1752620359999;6;1;4.932120000000005;yes
488;CHEMBL2409575;nM;12.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CC3)cc12;7.920818753952375;391.15320615200005;6;1;3.5584200000000017;yes
490;CHEMBL3903598;nM;12.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.920818753952375;506.14871294000005;5;1;4.756920000000004;yes
492;CHEMBL152303;nM;13.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COC(=O)c1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;7.886056647693162;650.2587934159999;10;3;2.603500000000002;yes
493;CHEMBL3944493;nM;13.0;CN1C(=O)N(c2cncc(Br)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;7.886056647693162;500.01538812399997;6;0;3.349380000000002;yes
494;CHEMBL3973176;nM;13.3;CN(C)CCCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.876148359032914;539.214424416;5;1;4.245280000000003;yes
496;CHEMBL3896337;nM;13.8;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCC2CC2)cc1;7.860120913598763;508.172225256;4;1;4.703580000000003;yes
498;CHEMBL4283747;nM;14.0;Cc1ccc(C(=O)n2cc(C#N)c3cccnc32)cc1;7.853871964321763;261.090211972;4;0;2.9049000000000005;yes
499;CHEMBL3904052;nM;14.3;CN1C(=O)CCC1CNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.844663962534938;565.193688972;5;1;3.914380000000003;yes
500;CHEMBL3953812;nM;14.4;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1cccnc1;7.84163750790475;566.1347941920001;8;1;4.489500000000003;yes
502;CHEMBL3985845;nM;14.9;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1ccccn1;7.826813731587727;566.1347941920001;8;1;4.489500000000003;yes
503;CHEMBL3916521;nM;14.9;CSc1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.826813731587727;443.09153241199994;4;1;5.186880000000002;yes
504;CHEMBL3617968;nM;15.0;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)nc1;7.823908740944319;400.1147103800001;4;1;4.105980000000003;yes
505;CHEMBL2409452;nM;15.0;COC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc([N+](=O)[O-])cc12;7.823908740944319;339.085520516;7;0;2.7280200000000008;yes
506;CHEMBL3965540;nM;15.0;CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.823908740944319;521.159611972;6;1;4.5420200000000035;yes
507;CHEMBL3891639;nM;15.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C;7.823908740944319;489.1533837200001;6;1;4.070720000000003;yes
508;CHEMBL3911455;nM;15.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)c(F)c2)cn1C(C)C;7.823908740944319;524.1392911280001;5;1;4.896020000000004;yes
509;CHEMBL3889941;nM;15.0;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(c2)CCS3(=O)=O)cn1C(C)C;7.823908740944319;519.143961908;6;1;4.0782200000000035;yes
510;CHEMBL4291610;nM;15.0;Cc1cccc(C(=O)n2cc(C#N)c3cccnc32)c1;7.823908740944319;261.090211972;4;0;2.9049000000000014;yes
511;CHEMBL60749;nM;15.0;CC(C)C(NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)N1C2CCC(CC2)[C@@H]1C(=O)NC(C(=O)C(F)(F)F)C(C)C;7.823908740944319;726.210182896;7;3;4.254900000000004;yes
512;CHEMBL3940046;nM;15.1;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC(N)CC1;7.82102305270683;537.1987743520001;5;1;4.370480000000004;yes
513;CHEMBL3918926;nM;15.7;CNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.804100347590767;468.140925128;4;1;3.9233800000000025;yes
514;CHEMBL3912107;nM;15.7;Cn1ccc(CNC(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)n1;7.804100347590767;548.178373256;6;1;4.227280000000003;yes
515;CHEMBL3924349;nM;15.8;COCCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.801342913045577;512.167139876;5;1;3.939980000000003;yes
516;CHEMBL557654;nM;16.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCO)CC3)oc(=O)c12;7.795880017344076;410.19540531199993;8;1;1.9352999999999996;yes
517;CHEMBL3642661;nM;16.0;CCN1CC2=C(C(=O)N1)[C@@H](c1ccc(C#N)cc1)NC(=O)N2c1cccc(C(F)(F)F)c1;7.795880017344076;441.141259476;4;2;3.4687800000000015;yes
518;CHEMBL563439;nM;16.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCOC)CC3)oc(=O)c12;7.795880017344076;424.21105537599993;8;0;2.5894000000000004;yes
520;CHEMBL3965221;nM;16.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)c(F)c2)cn1C(C)C;7.795880017344076;506.14871294000005;5;1;4.814820000000004;yes
521;CHEMBL3921090;nM;16.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN2CCOCC2C1;7.790484985457369;579.2093390360001;6;0;3.9637800000000043;yes
522;CHEMBL3932947;nM;16.8;CN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2ccnc(C(F)(F)F)c2)C(=O)N1C;7.774690718274138;483.15182416000005;5;0;3.9039800000000033;yes
523;CHEMBL3963348;nM;17.0;COC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.769551078621726;469.124940716;5;0;4.350380000000004;yes
524;CHEMBL3904701;nM;17.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2F)cn1C(C)C;7.769551078621726;506.14871294000005;5;1;4.8148200000000045;yes
525;CHEMBL3617963;nM;17.0;Cc1noc(C)c1-c1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)n(-c2cccc(Cl)c2)c1C;7.769551078621726;525.112519548;7;1;4.404660000000003;yes
526;CHEMBL3969383;nM;17.0;CC(=O)NCCCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.769551078621726;553.193688972;5;2;3.8197800000000024;yes
527;CHEMBL594184;nM;17.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.769551078621726;598.275112176;8;3;1.1053000000000028;yes
528;CHEMBL3935275;nM;17.3;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCC2CCCOC2)cc1;7.761953896871206;552.198440004;5;1;4.720180000000004;yes
529;CHEMBL3894939;nM;17.9;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(Br)c1;7.747146969020108;475.014323416;3;1;5.227480000000003;yes
530;CHEMBL2409571;nM;18.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)CC)cc12;7.744727494896693;379.15320615200005;6;1;3.5584200000000017;yes
532;CHEMBL3953085;nM;18.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(Cn3ccnc3)cc2)cn1C(C)C;7.744727494896693;490.2180325760001;5;1;5.517020000000004;yes
534;CHEMBL294671;nM;18.0;CC(C)C(NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)N1C2CCCCC2C[C@@H]1C(=O)NC(C(=O)C(F)(F)F)C(C)C;7.744727494896693;740.2258329599999;7;3;4.645000000000004;yes
535;CHEMBL3983293;nM;18.6;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCCN2CCCC2)cc1;7.730487055782085;551.214424416;5;1;4.389380000000004;yes
536;CHEMBL3970348;nM;18.7;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NC2CCOCC2)cc1;7.7281583934635005;538.18278994;5;1;4.472580000000003;yes
538;CHEMBL562134;nM;19.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCC[C@@H](C(=O)O)C3)oc(=O)c12;7.721246399047171;409.1637708359999;7;1;3.1220000000000008;yes
539;CHEMBL3942844;nM;19.0;Cc1c(-c2ccc(F)c(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.721246399047171;524.1392911280001;5;1;4.896020000000004;yes
540;CHEMBL594572;nM;20.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(=O)C(=O)NCc1ccccc1;7.698970004336019;642.3013269239999;8;4;-1.1000999999999894;yes
541;CHEMBL56876;nM;20.0;Cc1c(C)c2c(c(C)c1O)CC(C)(C(=O)NS(=O)(=O)c1ccc(C(=O)NC(C(=O)N3C4CCC(CC4)[C@@H]3C(=O)NC(C(=O)C(F)(F)F)C(C)C)C(C)C)cc1)CO2;7.698970004336019;820.332884872;9;4;4.559960000000003;yes
542;CHEMBL3917873;nM;20.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C1CCOC1;7.698970004336019;534.14362756;6;1;4.137420000000003;yes
543;CHEMBL551526;nM;20.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12;7.698970004336019;380.18484062799996;7;0;2.5728;yes
545;CHEMBL3933673;nM;20.0;CCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.698970004336019;507.143961908;6;1;3.9810200000000036;yes
548;CHEMBL2409445;nM;20.0;COC(=O)c1nn(C(=O)c2cccc(C)c2)c2cc([N+](=O)[O-])ccc12;7.698970004336019;339.085520516;7;0;2.7280200000000008;yes
549;CHEMBL2409455;nM;20.0;CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12;7.698970004336019;339.085520516;7;0;2.809700000000001;yes
550;CHEMBL2409456;nM;20.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc([N+](=O)[O-])cc12;7.698970004336019;353.10117058000003;7;0;3.118120000000002;yes
551;CHEMBL65589;nM;20.0;Cc1cccc2nc(N[C@H](C)c3ccc(Br)cc3)oc(=O)c12;7.698970004336019;358.03168981999994;4;1;4.432020000000002;yes
552;CHEMBL3953062;nM;20.7;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)NCc2ccc(=O)[nH]c2)cc1;7.684029654543082;561.162388844;5;2;4.182080000000003;yes
553;CHEMBL557516;nM;21.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCN(C)C)CC3)oc(=O)c12;7.67778070526608;437.242689852;8;0;2.504600000000001;yes
555;CHEMBL550399;nM;21.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC(C)C)CC3)oc(=O)c12;7.67778070526608;422.23179081999996;7;0;3.599000000000002;yes
556;CHEMBL595075;nM;21.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(C)C)C(=O)C(=O)NCc1ccccc1;7.67778070526608;640.2856768599999;10;4;-0.7472999999999914;yes
557;CHEMBL3919852;nM;21.2;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2CC(=O)N[C@H]2CC[C@H](O)CC2)cc1;7.6736641390712474;552.198440004;5;2;4.597080000000004;yes
560;CHEMBL2368616;nM;22.0;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)/C=C/CN3CCCCC3)[C@@H]12.Cl;7.657577319177793;433.180205184;5;0;1.4938;yes
561;CHEMBL3949828;nM;22.0;CC[C@H](C)n1cc(C(=O)NCc2nnc(C)o2)c(=O)c(-c2cccc(C(F)F)c2)c1C;7.657577319177793;430.18164706799996;6;1;4.353740000000004;yes
562;CHEMBL560070;nM;22.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCN4CCOCC4)CC3)oc(=O)c12;7.657577319177793;479.253254536;9;0;2.2752;yes
563;CHEMBL3617971;nM;22.0;N#Cc1ccc([C@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1;7.657577319177793;397.10381134799997;3;1;4.464980000000002;yes
564;CHEMBL558367;nM;22.0;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CN(C(=O)/C=C/CN3CCCCC3)C[C@@H]12.Cl;7.657577319177793;433.180205184;5;0;1.3512999999999993;yes
566;CHEMBL3903693;nM;22.6;CN1CCC(NC(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1;7.645891560852599;551.214424416;5;1;4.387780000000005;yes
568;CHEMBL3642660;nM;23.0;N#Cc1ccc([C@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)NN(CCN2CCOCC2)C3)cc1;7.638272163982407;526.19402332;6;2;2.781080000000001;yes
569;CHEMBL562133;nM;23.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC(=O)O)CC3)oc(=O)c12;7.638272163982407;424.1746698679999;8;1;2.0275999999999996;yes
570;CHEMBL310871;nM;23.0;CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2;7.638272163982407;564.294785;7;1;4.4074000000000035;yes
571;CHEMBL594720;nM;23.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(C)(C)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.638272163982407;640.28567686;9;3;1.4105000000000034;yes
572;CHEMBL3912644;nM;23.1;CN1CCCC1CNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.636388020107856;551.214424416;5;1;4.387780000000004;yes
574;CHEMBL60521;nM;24.0;CC(C)C(NC(=O)c1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2)cc1)C(=O)N1C2CCC(CC2)[C@@H]1C(=O)NC(C(=O)C(F)(F)F)C(C)C;7.619788758288393;726.210182896;7;3;4.254900000000003;yes
576;CHEMBL3914884;nM;24.0;CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.619788758288393;535.1752620359999;6;1;4.932120000000005;yes
577;CHEMBL561734;nM;24.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCC#N)CC3)oc(=O)c12;7.619788758288393;419.19573966;8;0;2.8566800000000008;yes
578;CHEMBL4289821;nM;24.0;Cc1cccc(C(=O)n2cc([N+](=O)[O-])c3cccnc32)c1;7.619788758288393;281.080041212;5;0;2.941420000000001;yes
579;CHEMBL3908698;nM;24.0;CCS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2ccnc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.619788758288393;490.09226068400005;6;1;3.6535800000000025;yes
581;CHEMBL1172443;nM;24.8;O=c1oc(-c2ccccc2Br)nc2cccc(Cl)c12;7.605548319173782;334.93486824400003;3;0;4.270900000000001;yes
582;CHEMBL562390;nM;25.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCC[C@H](C(=O)O)C3)oc(=O)c12;7.602059991327962;409.1637708359999;7;1;3.1220000000000008;yes
583;CHEMBL2409457;nM;25.0;CCOC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccc([N+](=O)[O-])cc12;7.602059991327962;369.0960852;8;0;2.8183000000000007;yes
584;CHEMBL3920985;nM;25.0;CNC(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2ccnc(C(F)(F)F)c2)C(=O)N1C;7.602059991327962;469.136174096;5;1;3.5617800000000024;yes
585;CHEMBL3963767;nM;25.6;N#CCN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.591760034688151;436.11471038;4;0;4.700960000000004;yes
587;CHEMBL534687;nM;26.0;CC(C)[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CN(C(=O)/C=C/CN3CCCCC3)CC12.Cl;7.585026652029183;433.180205184;5;0;1.3512999999999993;yes
588;CHEMBL3910623;nM;26.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2F)cn1C(C)C;7.585026652029183;524.1392911280001;5;1;4.8960200000000045;yes
589;CHEMBL3956012;nM;26.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1Cl;7.581698708680254;445.08048906000005;3;0;5.460580000000004;yes
590;CHEMBL3982691;nM;26.8;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cn1;7.5718652059712115;412.1147103800001;4;0;4.202180000000004;yes
591;CHEMBL3907166;nM;27.0;Cc1cc(CNC(=O)c2cn(C(C)C)c(C)c(-c3ccnc(C(F)(F)F)c3)c2=O)ccc1S(C)(=O)=O;7.568636235841013;521.159611972;6;1;4.460340000000004;yes
594;CHEMBL3946268;nM;27.0;Cc1nnc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)F)c3)c2=O)o1;7.568636235841013;416.16599700399996;6;1;3.9636400000000034;yes
595;CHEMBL10222;nM;27.0;CC(C)(C)C(=O)Oc1ccc(C(=O)OCc2cc(=O)c(OC(=O)C(C)(C)C)co2)c(OC(=O)C(C)(C)C)c1;7.568636235841013;530.2151972879999;10;0;4.851300000000005;yes
597;CHEMBL3945759;nM;27.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C1CCOC1;7.568636235841013;516.153049372;6;1;4.056220000000003;yes
598;CHEMBL3957087;nM;27.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C1CCOC1;7.568636235841013;535.1388765280001;7;1;3.532420000000002;yes
599;CHEMBL563702;nM;27.0;CCCCN1CCN(c2ncccc2-c2nc3cc(OC)cc(CC)c3c(=O)o2)CC1;7.568636235841013;422.23179081999996;7;0;3.7431000000000028;yes
600;CHEMBL3943992;nM;27.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C1CCC1;7.568636235841013;518.14871294;5;1;4.901020000000004;yes
601;CHEMBL3928673;nM;27.0;Cc1cc(S(C)(=O)=O)ccc1CNC(=O)c1cn(C(C)C)c(C)c(-c2cccc(C(F)F)c2)c1=O;7.568636235841013;502.17378481599997;5;1;4.9841400000000045;yes
602;CHEMBL3934114;nM;28.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)s2)cn1C(C)C;7.552841968657781;512.1051338760001;6;1;4.818420000000004;yes
603;CHEMBL3942003;nM;28.0;CCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.552841968657781;506.14871294;5;1;4.586020000000004;yes
604;CHEMBL3950387;nM;28.0;Cc1nnc(CNC(=O)c2cn(C3CCCC3)c(C)c(-c3cccc(C(F)F)c3)c2=O)o1;7.552841968657781;442.18164706799996;6;1;4.497840000000004;yes
605;CHEMBL3642656;nM;28.0;CN1CC2=C(C(=O)N1)[C@@H](c1ccc(C#N)cc1)NC(=O)N2c1cccc(C(F)(F)F)c1;7.552841968657781;427.125609412;4;2;3.078680000000001;yes
606;CHEMBL562391;nM;28.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC4CC4)CC3)oc(=O)c12;7.552841968657781;420.21614075599996;7;0;3.3530000000000015;yes
607;CHEMBL3890104;nM;28.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cn3ccccc3n2)cn1C(C)C;7.552841968657781;450.1867324480001;5;1;4.919920000000003;yes
608;CHEMBL561873;nM;28.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12;7.552841968657781;463.258339916;8;0;3.0372000000000012;yes
