,molecule_chembl_id,units,IC50,smiles,pIC50
688,CHEMBL67023,nM,44.0,Cc1cccc2nc(N[C@@H](C)c3ccccc3)oc(=O)c12,7.356547323513812
689,CHEMBL3617962,nM,44.0,Cc1ccc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)n1-c1cccc(C(F)(F)F)c1,7.356547323513812
690,CHEMBL76688,nM,44.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,7.356547323513812
691,CHEMBL2107493,nM,44.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.[Na+],7.356547323513812
692,CHEMBL3925529,nM,44.2,N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(F)c1,7.354577730650908
693,CHEMBL3922622,nM,45.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(cnn3C)c2)cn1C(C)C,7.346787486224656
694,CHEMBL4109348,nM,45.0,COC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C,7.346787486224656
695,CHEMBL3961398,nM,46.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC(F)F,7.337242168318426
696,CHEMBL57041,nM,46.0,CC(C)C(NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)CSc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c1)C(=O)N1[C@@H](C(=O)NC(C(=O)C(F)(F)F)C(C)C)C[C@H]2CCCC[C@H]21,7.337242168318426
697,CHEMBL3919213,nM,46.0,CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C,7.337242168318426
698,CHEMBL406740,nM,46.0,CC(C)C(NC(=O)c1ccc(S(=O)(=O)NC(=O)c2cc(C(C)(C)C)c(OC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(C(C)(C)C)c2)cc1)C(=O)N1[C@@H](C(=O)NC(C(=O)C(F)(F)F)C(C)C)C[C@H]2CCCC[C@H]21,7.337242168318426
699,CHEMBL3984703,nM,47.0,COc1cc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)ccc1S(C)(=O)=O,7.327902142064282
700,CHEMBL594037,nM,47.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(=O)C1(C)C)C(C)C)C(=O)c1nc2ccccc2o1,7.327902142064282
701,CHEMBL3902572,nM,48.0,Cc1c(-c2cc(Cl)cc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C,7.318758762624412
702,CHEMBL252952,nM,49.0,C/C=C1\NC(=O)[C@@H](NC(=O)[C@H](CCc2ccc(O)cc2)NC(=O)[C@H](C)NC(=O)[C@H](O)COS(=O)(=O)O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O,7.309803919971486
703,CHEMBL3967205,nM,49.3,CN=S(C)(=O)c1ccc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)cc1,7.30715308072277
704,CHEMBL3398148,nM,50.0,C/C(=N/O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,7.301029995663981
705,CHEMBL2409572,nM,50.0,CCCC(=O)Nc1ccc2c(c1)c(C(=O)OCC)nn2C(=O)c1cccc(C)c1,7.301029995663981
706,CHEMBL416849,nM,50.0,Cc1ccc(S(=O)(=O)O[C@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)cc1,7.301029995663981
707,CHEMBL2409454,nM,50.0,COC(=O)c1nn(C(=O)c2ccsc2)c2ccc([N+](=O)[O-])cc12,7.301029995663981
708,CHEMBL2409453,nM,50.0,COC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccc([N+](=O)[O-])cc12,7.301029995663981
709,CHEMBL2407116,nM,50.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CCCC3)cc12,7.301029995663981
710,CHEMBL2409432,nM,50.0,CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(Br)cc12,7.301029995663981
711,CHEMBL3959776,nM,50.2,CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn(C)n1,7.29929628285498
712,CHEMBL3924831,nM,51.0,Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc([S+](C)[O-])cc2)cn1C(C)C,7.292429823902063
713,CHEMBL3925943,nM,51.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(C#N)cc2)cn1C(C)C,7.292429823902063
714,CHEMBL159009,nM,52.0,CC(C)C(NC(=O)CN(C)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F,7.2839966563652006
715,CHEMBL1172305,nM,52.7,O=c1oc(-c2ccccc2F)nc2cccc(Cl)c12,7.278189384787454
716,CHEMBL3944706,nM,54.0,CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C,7.267606240177031
717,CHEMBL3942993,nM,55.0,Cc1nnc(CNC(=O)c2cn(C3CCC3)c(C)c(-c3cccc(C(F)F)c3)c2=O)o1,7.259637310505756
718,CHEMBL9984,nM,55.0,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(OC(=O)C(C)(C)C)cc2OC(=O)C(C)(C)C)cc1,7.259637310505756
719,CHEMBL143049,nM,57.0,COC(=O)[C@H](CCCCNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C)NC(C)=O,7.2441251443275085
720,CHEMBL3963101,nM,57.0,Cc1nnc(CNC(=O)c2cn(C3CCC3)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)o1,7.2441251443275085
721,CHEMBL160570,nM,57.0,CCOC(=O)N1CCC(N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C(=O)[C@@H](NC(=O)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)cc2)C(C)C)CC1,7.2441251443275085
722,CHEMBL3911215,nM,57.0,CCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,7.2441251443275085
723,CHEMBL1172306,nM,57.1,Cc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1,7.243363891754152
724,CHEMBL3956606,nM,57.1,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NC(C)c2ccc(S(C)(=O)=NC#N)cc2)cn1C(C)C,7.243363891754152
725,CHEMBL3904005,nM,57.7,CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2,7.238824186844269
726,CHEMBL298276,nM,58.0,CCN1C(=O)N(CC)C1=O,7.236572006437063
727,CHEMBL299236,nM,59.0,CC(C)C(NC(=O)[C@@H]1CC2CCCCC2N1C(=O)[C@@H](CSc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)C(F)(F)F,7.229147988357855
728,CHEMBL3971584,nM,59.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC1CC1,7.229147988357855
729,CHEMBL2370192,nM,60.0,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(F)(F)C(F)(F)F,7.221848749616356
730,CHEMBL3940210,nM,60.0,CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(C(F)(F)F)c2)C2=C1C(=O)CC2,7.221848749616356
731,CHEMBL310215,nM,60.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](F)[C@H]2S(=O)(=O)C1,7.221848749616356
732,CHEMBL3965419,nM,60.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cnn(C)c2)cn1C(C)C,7.221848749616356
733,CHEMBL2409441,nM,60.0,CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(OC(F)(F)F)cc12,7.221848749616356
734,CHEMBL443537,nM,60.0,CC(C)C[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,7.221848749616356
735,CHEMBL564122,nM,61.0,Cc1cccc2nc(-c3cccnc3Oc3ccccc3)oc(=O)c12,7.214670164989233
736,CHEMBL435649,nM,61.0,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CC2CCC1C2)C(=O)C(F)(F)F,7.214670164989233
737,CHEMBL3974666,nM,61.0,Cc1c(-c2ccc(F)c(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C,7.214670164989233
738,CHEMBL3957881,nM,62.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cnn(C)c2)cn1C(C)C,7.207608310501746
739,CHEMBL594497,nM,62.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)CC1)C(C)C)C(=O)c1nc2ccccc2o1,7.207608310501746
740,CHEMBL572111,nM,62.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)CC1=O)C(C)C)C(=O)c1nc2ccccc2o1,7.207608310501746
741,CHEMBL3890414,nM,63.0,COCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)c[n+]2[O-])c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,7.200659450546418
742,CHEMBL3978556,nM,63.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccc(S(C)(=O)=O)c2)cn1C(C)C,7.200659450546418
743,CHEMBL3962480,nM,63.0,CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C,7.200659450546418
744,CHEMBL3903829,nM,64.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(C#N)cc2)cn1C(C)C,7.1938200260161125
745,CHEMBL554978,nM,64.0,Cc1cccc2nc(-c3cccnc3-n3ccnc3)oc(=O)c12,7.1938200260161125
746,CHEMBL3971407,nM,65.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(N3CCNC3=O)cc2)cn1C(C)C,7.187086643357144
747,CHEMBL423067,nM,65.0,CC(C)C(NC(=O)C1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)C(F)(F)F,7.187086643357144
748,CHEMBL3903184,nM,65.0,CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cc(C(F)(F)F)ccn2)C2=C1C(=O)CC2,7.187086643357144
749,CHEMBL3926578,nM,66.0,CC1CC2=C(C1=O)C(c1ccc(C#N)cc1)NC(=O)N2c1cccc(C(F)(F)F)c1,7.180456064458131
750,CHEMBL358686,nM,66.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CCC(=O)O)C(C)C)C(=O)c1nc2ccccc2o1,7.180456064458131
751,CHEMBL352244,nM,67.0,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CCCCCCC1)C(=O)C(F)(F)F,7.173925197299173
752,CHEMBL344981,nM,69.0,CCOC(=O)CNC(=O)CNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C,7.161150909262744
753,CHEMBL127027,nM,69.0,C=CC[C@H]1C(=O)O[C@H]2CCN(C(=O)OCC)C21,7.161150909262744
754,CHEMBL3926273,nM,69.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(N3CCNC3=O)cc2)cn1C(C)C,7.161150909262744
755,CHEMBL83565,nM,70.0,CO[C@H]1C(=O)N2C(C(=O)OCc3ccccc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12,7.154901959985743
756,CHEMBL276166,nM,70.0,CC(C)C(NC(=O)[C@@H]1CC2CCCCC2N1C(=O)[C@@H](CCCCNC(=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)C(F)(F)F,7.154901959985743
757,CHEMBL556294,nM,71.0,CCCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,7.1487416512809245
758,CHEMBL3963301,nM,71.6,CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCOCC1,7.145086977692144
759,CHEMBL3918380,nM,72.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccc(=O)[nH]2)cn1C(C)C,7.142667503568731
760,CHEMBL9969,nM,72.0,CCCCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)C)co1,7.142667503568731
761,CHEMBL3975630,nM,72.0,Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C,7.142667503568731
762,CHEMBL152415,nM,72.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)/C=C/C(=O)O)C(C)C)C(=O)c1nc2ccccc2o1,7.142667503568731
763,CHEMBL3919685,nM,73.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C,7.136677139879544
764,CHEMBL158735,nM,73.0,CC(C)C(NC(=O)CNC(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F,7.136677139879544
765,CHEMBL160365,nM,73.0,CC(C)C(NC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)C(F)(F)F,7.136677139879544
766,CHEMBL3905822,nM,73.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1CC1CCOC1,7.136677139879544
767,CHEMBL560589,nM,74.0,Cc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,7.130768280269024
768,CHEMBL166483,nM,74.0,CO[C@H]1C(=O)N2C(C(=O)OC(C)(C)C)=C(C)C(=C(SC)SC)S(=O)(=O)C12,7.130768280269024
769,CHEMBL3923661,nM,77.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC1CCOC1,7.113509274827518
770,CHEMBL3929260,nM,77.0,Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C,7.113509274827518
771,CHEMBL2338554,nM,77.5,C/C=C1\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](COS(=O)(=O)[O-])OC)C(C)C)[C@@H](C)OC(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O.[Na+],7.110698297493689
772,CHEMBL560588,nM,79.0,Cc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,7.102372908709558
773,CHEMBL2409433,nM,80.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Br)cc12,7.096910013008056
774,CHEMBL4283022,nM,80.0,Cc1cccc(C(=O)n2cc(-c3nc(C)no3)c3cccnc32)c1,7.096910013008056
775,CHEMBL2409439,nM,80.0,CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(OC)cc12,7.096910013008056
776,CHEMBL3697035,nM,80.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2/C=N/O)cc1,7.096910013008056
777,CHEMBL3093806,nM,80.0,CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,7.096910013008056
778,CHEMBL2409429,nM,80.0,COC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(Br)cc12,7.096910013008056
779,CHEMBL2409428,nM,80.0,COC(=O)c1nn(C(=O)c2ccccc2)c2ccc(Br)cc12,7.096910013008056
780,CHEMBL518500,nM,81.0,O=C1c2ccccc2S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,7.0915149811213505
781,CHEMBL9923,nM,83.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1,7.080921907623926
782,CHEMBL346534,nM,84.0,COc1ccc(CCN(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C(=O)[C@@H](NC(=O)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)cc2)C(C)C)cc1OC,7.075720713938118
783,CHEMBL10556,nM,84.0,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(OC(=O)C(C)(C)C)c1,7.075720713938118
784,CHEMBL386621,nM,84.0,CC(C)C(NC(=O)[C@@H]1CC2CCCCC2N1C(=O)[C@@H](CCCCNC(=O)CCCSc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(=O)C(F)(F)F,7.075720713938118
785,CHEMBL262218,nM,84.0,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(=O)C(F)(F)F,7.075720713938118
786,CHEMBL3659902,nM,85.0,[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)c2nc(C(C)C)nn2C1c1ccc(C#N)cc1,7.070581074285707
787,CHEMBL550113,nM,85.0,COc1ncccc1-c1nc2cccc(C)c2c(=O)o1,7.070581074285707
788,CHEMBL4281453,nM,87.0,N#Cc1cn(C(=O)C2CC2)c2ncccc12,7.060480747381382
789,CHEMBL549643,nM,87.0,Cc1ncccc1-c1nc2cccc(C)c2c(=O)o1,7.060480747381382
790,CHEMBL127085,nM,88.0,C=CC[C@H]1C(=O)N(S(=O)(=O)c2cccc3ccccc23)[C@H]2CCN(C(=O)OCc3ccccc3)C21,7.055517327849831
791,CHEMBL1808513,nM,89.0,COC(=O)c1nn(C(=O)c2ccccc2)c2ccccc12,7.050609993355087
792,CHEMBL3936515,nM,89.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cccc(S(C)(=O)=O)c2)cn1C(C)C,7.050609993355087
793,CHEMBL3978810,nM,89.5,CC1CN(C(=O)N2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)CC1C,7.048176964684088
794,CHEMBL3985501,nM,90.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cccnn2)cn1C(C)C,7.045757490560675
795,CHEMBL3960189,nM,91.0,Cc1c(-c2cncc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C,7.040958607678906
796,CHEMBL348342,nM,92.0,CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CCCC1)C(=O)C(F)(F)F,7.036212172654444
797,CHEMBL65148,nM,92.0,Cc1cccc2nc(N[C@H](C)c3ccccc3)oc(=O)c12,7.036212172654444
798,CHEMBL561267,nM,93.0,Cc1cccc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,7.031517051446065
799,CHEMBL2367672,nM,94.0,C=CC[C@H]1C(=O)N(C=O)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21,7.026872146400302
800,CHEMBL3928489,nM,97.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccncc2)cn1C(C)C,7.013228265733755
801,CHEMBL3985196,nM,98.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccnn2)cn1C(C)C,7.008773924307505
802,CHEMBL3922292,nM,98.4,CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2,7.007004901568658
803,CHEMBL47394,nM,100.0,O=C1N(Cc2ccccc2)C(=O)N1Cc1ccccc1,7.0
804,CHEMBL315690,nM,100.0,COC(=O)CCCOC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12,7.0
805,CHEMBL306508,nM,100.0,CC1(C)[C@H](C(=O)OCC(F)(F)F)N2C(=O)[C@H](NC(=O)C(F)(F)F)[C@H]2S1(=O)=O,7.0
806,CHEMBL9990,nM,100.0,CC(C)(C)C(=O)Oc1cc(C(=O)OCc2cc(=O)c(OC(=O)C(C)(C)C)co2)cc(OC(=O)C(C)(C)C)c1OC(=O)C(C)(C)C,7.0
807,CHEMBL2370184,nM,100.0,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(=O)NCc1ccccc1,7.0
808,CHEMBL315377,nM,100.0,COc1ccc(COC(=O)C2=C(COC(C)=O)CS(=O)(=O)[C@@H]3[C@@H](OC)C(=O)N23)cc1,7.0
809,CHEMBL24983,nM,100.0,O=c1oc(Cl)c(Cl)c2ccccc12,7.0
810,CHEMBL314155,nM,100.0,CO[C@H]1C(=O)N2C(C(=O)N(C)Cc3ccccc3)=C(COC(C)=O)CS(=O)(=O)[C@H]12,7.0
811,CHEMBL312327,nM,100.0,COC(=O)c1ccc(COC(=O)C2=C(COC(C)=O)CS(=O)(=O)[C@@H]3[C@@H](OC)C(=O)N23)cc1,7.0
812,CHEMBL315714,nM,100.0,CCOC(=O)COC(=O)C1=C(COC(C)=O)CS(=O)(=O)[C@@H]2[C@@H](OC)C(=O)N12,7.0
813,CHEMBL9809,nM,100.0,CCCCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1,7.0
814,CHEMBL2409574,nM,100.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CCCCC3)cc12,7.0
815,CHEMBL2409438,nM,100.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(F)cc12,7.0
816,CHEMBL3931166,nM,101.0,CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(Br)c2)C2=C1C(=O)CC2,6.995678626217357
817,CHEMBL3930098,nM,103.0,CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(Cl)c2)C2=C1C(=O)CC2,6.987162775294828
818,CHEMBL3960795,nM,106.0,CS(=O)(=O)c1cc(C#N)ccc1[C@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC1COC1,6.97469413473523
819,CHEMBL3899233,nM,106.3,N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)nc1,6.973466735476704
820,CHEMBL3143494,nM,107.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](C(C)=O)C2S(=O)(=O)C1,6.97061622231479
821,CHEMBL145953,nM,107.0,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](C)[C@@H]2S(=O)(=O)C1,6.97061622231479
822,CHEMBL3917611,nM,109.5,N#Cc1ccc(C2NC(=O)N(c3ccnc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1,6.960585880823863
823,CHEMBL9895,nM,110.0,CCCCCCCCCCCCCCCC(=O)OCc1cc(=O)c(OC(=O)C(C)(C)C)co1,6.958607314841775
824,CHEMBL2409442,nM,110.0,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(OC(F)(F)F)cc12,6.958607314841775
825,CHEMBL3697033,nM,110.0,CC/C(=N\O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,6.958607314841775
826,CHEMBL3093815,nM,110.0,CC(C)(C)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O,6.958607314841775
827,CHEMBL564263,nM,110.0,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1,6.958607314841775
828,CHEMBL10695,nM,110.0,CO[C@H]1C(=O)N2C(C(=O)O)=C(CF)CS(=O)(=O)C12,6.958607314841775
829,CHEMBL158216,nM,110.0,CC(C)C(NC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F,6.958607314841775
830,CHEMBL3398143,nM,110.0,CC(=O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,6.958607314841775
831,CHEMBL559936,nM,110.0,Cc1cccc2nc(-c3cccnc3N(C)CCN(C)C)oc(=O)c12,6.958607314841775
832,CHEMBL10541,nM,119.99999999999999,CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1,6.920818753952375
833,CHEMBL549582,nM,120.0,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,6.920818753952375
834,CHEMBL3398147,nM,120.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C=O)cc1,6.920818753952375
835,CHEMBL558365,nM,120.0,CCC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CN(C(=O)CCN3CCCCC3)C[C@H]12.Cl,6.920818753952375
